chi,loglik,HHS_region,Pathens2,loglik_cutoff,maxloglik,lower,upper
0,-10976.49303,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.01,-10749.78852,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.02,-10526.43788,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.03,-10306.4849,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.04,-10089.96937,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.05,-9876.928223,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.06,-9667.396155,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.07,-9461.405619,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.08,-9258.98644,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.09,-9060.166552,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.1,-8864.970939,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.11,-8673.422616,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.12,-8485.542046,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.13,-8301.347569,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.14,-8120.85411,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.15,-7944.074887,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.16,-7771.020725,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.17,-7601.699301,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.18,-7436.116294,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.19,-7274.274682,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.2,-7116.174831,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.21,-6961.814686,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.22,-6811.189512,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.23,-6664.292119,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.24,-6521.112807,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.25,-6381.639371,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.26,-6245.857163,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.27,-6113.749191,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.28,-5985.296036,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.29,-5860.476,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.3,-5739.265208,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.31,-5621.637603,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.32,-5507.565045,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.33,-5397.017597,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.34,-5289.963203,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.35,-5186.368245,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.36,-5086.197651,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.37,-4989.414265,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.38,-4895.980126,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.39,-4805.855859,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.4,-4719.001024,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.41,-4635.374242,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.42,-4554.933359,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.43,-4477.635559,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.44,-4403.437583,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.45,-4332.295845,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.46,-4264.166602,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.47,-4199.006202,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.48,-4136.770722,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.49,-4077.417156,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.5,-4020.902463,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.51,-3967.184297,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.52,-3916.221405,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.53,-3867.972723,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.54,-3822.398436,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.55,-3779.45981,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.56,-3739.11928,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.57,-3701.340352,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.58,-3666.088045,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.59,-3633.328448,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.6,-3603.029518,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.61,-3575.160261,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.62,-3549.690926,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.63,-3526.592683,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.64,-3505.833386,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.65,-3487.356648,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.66,-3470.969669,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.67,-3455.81684,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.68,-3438.199986,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.69,-3404.76428,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.7,-3327.517552,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.71,-3232.80251,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.72,-3221.04749,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.73,-5064.214574,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.74,-5488.193283,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.75,-5871.458103,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.76,-6242.306962,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.77,-6603.627972,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.78,-6957.207682,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.79,-7304.313196,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.8,-7645.892428,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.81,-7982.682298,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.82,-8315.278358,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.83,-8644.171832,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.84,-8969.77953,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.85,-9292.458472,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.86,-9612.521586,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.87,-9930.24238,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.88,-10245.86426,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.89,-10559.60401,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.9,-10871.65858,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.91,-11182.20178,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.92,-11491.38956,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.93,-11799.36186,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.94,-12106.2428,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.95,-12412.14194,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.96,-12717.1548,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.97,-13021.36358,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.98,-13324.8373,2,fluB,-3222.96822,-3221.04749,0.72,0.725
0.99,-13627.63215,2,fluB,-3222.96822,-3221.04749,0.72,0.725
1,-13929.79142,2,fluB,-3222.96822,-3221.04749,0.72,0.725